new_id,batch,sex,dobday,dobmon,dobyear,fathermonin,sscins,sscboard,sscsub,sscgrade,ssctotal,sscyear,data,hscboard,hscsub,hscgrade,hsctotal,hscyear
752,20100,male,24,4,1989,19000/-,TECHNICAL SCHOOL,BTEB,,,3.82,2004,TECHNICAL SCHOOL,BTEB,,,3.91,2009
753,20032,m,,,,,,,,,,,,,,,,
754,20090,male,10,1,1990,30000/-,AMZAD ALI SEC. SCHOOL,JESSORE,SCIENCE,,4.25,2006,AMZAD ALI SEC. SCHOOL,JESSORE,SCIENCE,,3.5,2000
755,20161,male,1,9,1995,40000/-,RANI BILASMONI GOVT. BOYS HIGH SCHOOL,DHAKA,SCIENCE,A-,3.94,2012,RANI BILASMONI GOVT. BOYS HIGH SCHOOL,DHAKA,SCIENCE,A,4.2,2014
756,20170,male,5,3,1997,60000/-,ADAMJEE CANT. PUBLIC SCHOOL,DHAKA,SCIENCE,A+,5,2014,ADAMJEE CANT. PUBLIC SCHOOL,DHAKA,SCIENCE,A,4.58,2016
757,20161,male,6,6,1996,50000/-,UTTARA HIGH SCHOOL,DHAKA,SCIENCE,A,4.88,2012,UTTARA HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2014
758,20170,male,17,1,1998,25000,DEVIDWAR R.U. PILOT SCHOOL,COMILLA,SCIENCE,A,4.56,2014,DEVIDWAR R.U. PILOT SCHOOL,COMILLA,SCIENCE,A-,3.58,2016
759,20100,male,10,11,1992,15000/-,PUBLIC HIGH SCHOOL,RAJSHAHI,SCIENCE,A,4.81,2007,PUBLIC HIGH SCHOOL,DINAJPUR,SCIENCE,A,4.2,2009
760,20170,female,6,12,1996,50000,KALMAKANDA PILOT HIGH SCHOOL,DHAKA,SCIENCE,A,5,2013,KALMAKANDA PILOT HIGH SCHOOL,DHAKA,SCIENCE,A-,5,2016
761,20031,m,,,,,,,,,,,,,,,,
762,20141,female,12,6,1994,30000/-,PANGSA GEORGE PILOT HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2010,PANGSA GEORGE PILOT HIGH SCHOOL,DHAKA,SCIENCE,A,4.4,2012
763,20041,m,,,,,,,,,,,,,,,,
764,20161,male,7,3,1996,40000/-,MOTIJHEEL MODEL HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2011,MOTIJHEEL MODEL HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2013
765,20140,male,26,4,1996,16000,DHAKA COLLEGIATE SCHOOL,DHAKA,SCIENCE,A,4.88,2011,DHAKA COLLEGIATE SCHOOL,DHAKA,SCIENCE,A-,3.8,2013
766,20161,male,30,6,1998,50000/-,BADDA ALATUNNESA HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2013,BADDA ALATUNNESA HIGH SCHOOL,DHAKA,SCIENCE,A,4.25,2015
767,20052,m,,,,,,,,,,,,,,,,
768,20162,female,9,9,1997,60000,DHAKA MEGA CITY COLLEGE,DHAKA,SCIENCE,A-,3.75,2012,DHAKA MEGA CITY COLLEGE,DHAKA,SCIENCE,A,4.9,2014
769,20151,female,25,5,1996,40000/-,MILESTONE COLLEGE,DHAKA,SCIENCE,A+,5,2012,MILESTONE COLLEGE,DHAKA,SCIENCE,A+,5,2014
770,20160,male,4,4,1997,70000/-,BANANI BIDYANIKETAN,DHAKA,SCIENCE,A,4.63,2013,BANANI BIDYANIKETAN,DHAKA,SCIENCE,A,4.75,2015
771,20160,male,7,11,1997,15000/-,MUKTAGACHA R.K. HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2012,MUKTAGACHA R.K. HIGH SCHOOL,DHAKA,SCIENCE,A-,3.8,2014
772,20021,m,,,,,,,,,,,,,,,,
773,20140,female,5,4,1994,30000,"B. A. F. SHAHEEN COLLEGE, KURMITOLA",DHAKA,SCIENCE,A,4.5,2010,"B. A. F. SHAHEEN COLLEGE, KURMITOLA",DHAKA,SCIENCE,A,4.7,2012
774,20031,m,,,,,,,,,,,,,,,,
775,20132,male,23,12,1993,20000/-,MILESTONE SCHOOL,DHAKA,SCIENCE,A,4.38,2010,MILESTONE SCHOOL,DHAKA,SCIENCE,A,4.3,2013
776,20040,m,,,,,,,,,,,,,,,,
777,20130,male,8,10,1994,50000,BHATRA KALJOYE BIDYANIKETAN,COMILLA,SCIENCE,A,4.75,2010,BHATRA KALJOYE BIDYANIKETAN,COMILLA,SCIENCE,A-,3.7,2012
778,20130,male,29,5,1995,25000,"KHULNA ZILLA SCHOOL,KHULNA",JESSORE,SCIENCE,A+,5,2010,"KHULNA ZILLA SCHOOL,KHULNA",JESSORE,SCIENCE,A,4.9,2012
779,20092,female,16,6,1990,45000/-,GALACHIPA SECONDARY G. SCHOOL,BARISAL,SCIENCE,,4.25,2005,GALACHIPA SECONDARY G. SCHOOL,BARISAL,SCIENCE,,4.1,2008
780,20030,m,,,,,,,,,,,,,,,,
781,20160,female,25,12,1996,15000/-,CHALITABARIA R.D. SCEONDARY SCHOOL,JESSORE,SCIENCE,A+,5,2011,CHALITABARIA R.D. SCEONDARY SCHOOL,JESSORE,SCIENCE,A+,5,2013
782,20120,male,12,6,1994,45000,MOHAMMADPUR MODEL SCHOOL & COLLEGE,DHAKA,SCIENCE,A,4.31,2009,MOHAMMADPUR MODEL SCHOOL & COLLEGE,DHAKA,SCIENCE,A-,3.9,2011
783,20132,male,4,8,1996,30000/-,PACHHIM JAYNAGAR SECONDARY SCHOOL,BARISAL,SCIENCE,A,4.19,2011,PACHHIM JAYNAGAR SECONDARY SCHOOL,BTEB,SCIENCE,A-,3.6,2013
784,20170,male,11,4,1997,25000/-,KUSHUM HATI HIGH SCHOOL,DHAKA,SCIENCE,A,4.31,2014,KUSHUM HATI HIGH SCHOOL,DHAKA,SCIENCE,A-,3.92,2016
785,20160,female,25,9,1996,50000/-,DAUDKANDI PILOT HIGH SCHOOL,COMILLA,SCIENCE,A,4.44,2012,DAUDKANDI PILOT HIGH SCHOOL,COMILLA,SCIENCE,A+,5,2014
786,20151,female,29,12,1995,20000/-,BAF SHAHEEN COLLEGE,DHAKA,SCIENCE,A+,5,2011,BAF SHAHEEN COLLEGE,DHAKA,SCIENCE,A,4.6,2014
787,20100,male,18,2,1991,40000/-,CIVIL AVIATION HIGH SCHOOL,DHAKA,SCIENCE,A,4.69,2006,CIVIL AVIATION HIGH SCHOOL,DHAKA,SCIENCE,A,5,2008
788,20030,m,,,,,,,,,,,,,,,,
789,20150,male,26,11,1996,40000/-,SAFIUDDIN SARKER ACADEMY,DHAKA,SCIENCE,A,4.75,2012,SAFIUDDIN SARKER ACADEMY,DHAKA,SCIENCE,A+,5,2014
790,20150,female,27,12,1995,,MIRZAPUR PILOT GIRLS SCHOOL,DHAKA,SCIENCE,A,4.44,2011,MIRZAPUR PILOT GIRLS SCHOOL,DHAKA,SCIENCE,A+,5,2013
791,20100,male,9,11,1991,35000/-,MAGURA GOVT. SCHOOL,JESSORE,SCIENCE,,4.38,2006,MAGURA GOVT. SCHOOL,JESSORE,SCIENCE,,2.8,2008
792,20151,male,13,10,1996,15000/-,ASIM HIGH SCHOOL,DHAKA,SCIENCE,,4.69,2011,ASIM HIGH SCHOOL,DHAKA,SCIENCE,,3.9,2013
793,20061,m,,,,,,,,,,,,,,,,
794,20080,male,1,10,1989,40000/-,GHATNAGAR HIGH SCHOOL,RAJSHAHI,SCIENCE,,3.75,2004,GHATNAGAR HIGH SCHOOL,RAJSHAHI,SCIENCE,,3.8,2007
795,20170,male,15,3,1998,40000,KHULNA ZILLA SCHOOL,JESSORE,SCIENCE,5,A+,2013,KHULNA ZILLA SCHOOL,JESSORE,SCIENCE,4.92,A,2015
796,20150,female,16,9,1996,20000/-,CIVIL AVIATION HIGH SCHOOL,DHAKA,SCIENCE,A,4.81,2011,CIVIL AVIATION HIGH SCHOOL,DHAKA,SCIENCE,A,4.5,2013
797,20160,female,31,12,1996,50000/-,NAKHALPARA HOSSIN ALI HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2012,NAKHALPARA HOSSIN ALI HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2014
798,20120,male,17,4,1992,40000,NANDINA NEKJAHAN GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2008,NANDINA NEKJAHAN GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A,4.7,2010
799,20041,m,,,,,,,,,,,,,,,,
800,20151,male,15,10,1994,40000/-,PHULPHUR PILOT,DHAKA,SCIENCE,A+,5,2010,PHULPHUR PILOT,DHAKA,SCIENCE,B,3.4,2013
801,20081,male,15,2,1990,30000/-,KHIL ISLAMIA HIGH SCHOOL,DHAKA,SCIENCE,,3.63,2005,KHIL ISLAMIA HIGH SCHOOL,DHAKA,SCIENCE,,3.4,2007
802,20170,male,2,10,1998,50000/-,KALA CHANDPUR UCHCHA MA. BID,DHAKA,SCIENCE,A+,5,2013,KALA CHANDPUR UCHCHA MA. BID,DHAKA,SCIENCE,A,4.67,2015
803,20141,male,3,3,1995,10000/-,MOULOVI BAZAR GOVT. HIGH SCHOOL,SYLHET,SCIENCE,A,4.31,2010,MOULOVI BAZAR GOVT. HIGH SCHOOL,SYLHET,SCIENCE,A-,3.9,2013
804,20151,male,15,6,1995,20000/-,PANCHALIA BAD. ALOM HIGH SCHOOL,RAJSHAHI,SCIENCE,A+,5,2010,PANCHALIA BAD. ALOM HIGH SCHOOL,RAJSHAHI,SCIENCE,A,4.7,2012
805,20160,male,10,5,1997,50000/-,MANIKDI ISLAMIA SEC. MADRASHA,DHAKA,SCIENCE,A+,5,2013,MANIKDI ISLAMIA SEC. MADRASHA,DHAKA,SCIENCE,A-,3.92,2015
806,20150,male,1,1,1995,20000/-,U.I GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2009,U.I GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A-,3.9,2013
807,20150,male,22,11,1996,30000/-,GHORAGHAT K.C. PILOT HIGH SCHOOL,DINAJPUR,SCIENCE,A+,5,2011,GHORAGHAT K.C. PILOT HIGH SCHOOL,DINAJPUR,SCIENCE,A,4.1,2013
808,20031,m,,,,,,,,,,,,,,,,
809,20152,male,25,12,1993,40000/-,BARISAL  ZILLA SCHOOL,BARISAL,SCIENCE,A+,5,2008,BARISAL  ZILLA SCHOOL,BARISAL,SCIENCE,A+,5,2010
810,20171,male,18,2,1998,35000,JAN-E-ALAM SARKER HIGH SCHOOL,DHAKA,SCIENCE,A,5,2013,JAN-E-ALAM SARKER HIGH SCHOOL,DHAKA,SCIENCE,A-,5,2016
811,20150,female,9,5,1995,50000/-,BANGLADESH RAILWAY HIGH SCHOOL,DHAKA,SCIENCE,A,4.44,2011,BANGLADESH RAILWAY HIGH SCHOOL,DHAKA,SCIENCE,A-,3.7,2014
812,20151,male,21,2,1996,20000/-,CHASINDUR HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2012,CHASINDUR HIGH SCHOOL,DHAKA,SCIENCE,A,4.5,2014
813,20171,male,1,12,1994,15000,DINAJPUR ZILLA SCHOOL,DINAJPUR,SCIENCE,5,A+,2009,DINAJPUR ZILLA SCHOOL,DINAJPUR,SCIENCE,3.4,B,2011
814,20170,male,31,12,1998,45000/-,CHOWGACHA H.S. M. HIGH SCHOOL,JESSORE,SCIENCE,A+,5,2014,CHOWGACHA H.S. M. HIGH SCHOOL,JESSORE,SCIENCE,A,4.42,2016
815,20122,m,6,12,1993,60000,UTTARA HIGH SCHOOL & COLLEGE,DHAKA,SCIENCE,A,4.13,2009,UTTARA HIGH SCHOOL & COLLEGE,DHAKA,SCIENCE,A,3.8,2012
816,20051,m,,,,,,,,,,,,,,,,
817,20041,m,,,,,,,,,,,,,,,,
818,20132,female,4,9,1995,12000/-,HOSSAINPUR GIRLS SCHOOL,DHAKA,SCIENCE,A-,3.75,2010,HOSSAINPUR GIRLS SCHOOL,DHAKA,SCIENCE,A-,3.6,2013
819,20150,male,10,3,1995,20000/-,SHOLLA BAHUMUK HIGH SCHOOL,DHAKA,SCIENCE,A,4.13,2011,SHOLLA BAHUMUK HIGH SCHOOL,DHAKA,SCIENCE,A,4.7,2013
820,20132,female,6,8,1995,30000/-,TEJGAON GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A,4.56,2011,TEJGAON GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A,4.7,2013
821,20170,male,18,1,1996,30000,BROTHER ANDRE HIGH SCHOOL,COMILLA,SCIENCE,A,4.5,2013,BROTHER ANDRE HIGH SCHOOL,COMILLA,SCIENCE,A-,3.67,2016
822,20022,m,,,,,,,,,,,,,,,,
823,20161,male,7,5,1998,50000/-,BAGAN ALIM MADRASHA,MADRASHA,SCIENCE,A,4.56,2013,BAGAN ALIM MADRASHA,DHAKA,SCIENCE,A,4.33,2015
824,20170,male,30,4,1998,40000,SHAHEED RAMIJUDDIN HIGH SCHOOL,DHAKA,SCIENCE,A,4.13,2013,SHAHEED RAMIJUDDIN HIGH SCHOOL,DHAKA,SCIENCE,A-,3.75,2016
825,20091,male,28,10,1989,25000/-,FARIDGONJ A.R.HIGH SCHOOL,COMILLA,SCIENCE,,3.81,2006,FARIDGONJ A.R.HIGH SCHOOL,COMILLA,SCIENCE,,3.5,2008
826,20120,male,1,1,1949,,,,,,,,,,,,,
827,20132,male,15,1,1994,50000/-,KUTI ATAL BIHARI HIGH SCHOOL,COMILLA,SCIENCE,A,4.69,2009,KUTI ATAL BIHARI HIGH SCHOOL,DHAKA,SCIENCE,C,2.9,2013
828,20022,,,,,,,,,,,,,,,,,
829,20161,male,26,11,1996,50000/-,RANINAGAR PILOT HIGH SCHOOL,RAJSHAHI,SCIENCE,A+,5,2013,RANINAGAR PILOT HIGH SCHOOL,RAJSHAHI,SCIENCE,A-,3.92,2015
830,20031,m,,,,,,,,,,,,,,,,
831,20162,male,7,4,1997,25000,RAMNA-SHER-E-BANGLASAMABAY SCHOOL,BARISHAL,SCIENCE,4.5,5,2014,RAMNA-SHER-E-BANGLASAMABAY SCHOOL,BARISHAL,SCIENCE,3.75,5,2016
832,20160,female,4,2,1996,25000/-,N.N. PILOT GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2012,N.N. PILOT GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A,4.1,2014
833,20170,male,4,2,1997,,"SABUJ KANAN HIGH SCHOOL, SIRAJGANJ",RAJSHAHI,SCIENCE,A,4.81,2013,"SABUJ KANAN HIGH SCHOOL, SIRAJGANJ",RAJSHAHI,SCIENCE,A-,3.58,2016
834,20112,male,1,1,1992,20000,CHATKHIL P.A. GOVT. HIGH SCHOOL,COMILLA,SCIENCE,,4.38,2007,CHATKHIL P.A. GOVT. HIGH SCHOOL,DHAKA,SCIENCE,,3.2,2009
835,20102,male,7,10,1990,50000/-,GOVT. LABORATORY HIGH SCHOOL,DHAKA,SCIENCE,,3.81,2007,GOVT. LABORATORY HIGH SCHOOL,DHAKA,SCIENCE,,2.6,2010
836,20160,male,21,2,1997,40000/-,TAMIRUL MILLAT KAMIL MADRASHA,MADRASHA,SCIENCE,A+,5,2013,TAMIRUL MILLAT KAMIL MADRASHA,DHAKA,SCIENCE,A-,3.92,2015
837,20130,male,24,6,1994,,I.E.T. GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2010,I.E.T. GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A,4.7,2012
838,20162,male,11,4,1997,10000/-,SAFIUDDIN SARKER ACADEMY,DHAKA,SCIENCE,A,4.94,2013,SAFIUDDIN SARKER ACADEMY,DHAKA,SCIENCE,A,4.08,2015
839,20160,male,4,5,1996,15000/-,GAFARGAON ISLAMIA GOVT. HIGH SCHOOL,DHAKA,SCIENCE,,4.44,2013,GAFARGAON ISLAMIA GOVT. HIGH SCHOOL,DHAKA,SCIENCE,,3.67,2015
840,20150,female,22,11,1996,25000/-,OXFORD INT. SCHOOL,COMILLA,SCIENCE,A+,5,2012,OXFORD INT. SCHOOL,COMILLA,SCIENCE,A,4.3,2014
841,20151,female,19,1,1997,30000/-,FENI GOVT. GIRLS HIGH SCHOOL,COMILLA,SCIENCE,A,4.75,2012,FENI GOVT. GIRLS HIGH SCHOOL,COMILLA,SCIENCE,A,4,2014
842,20070,m,,,,,,,,,,,,,,,,
843,20160,male,20,2,1996,50000/-,CHANDANA HIGH SCHOOL,DHAKA,SCIENCE,A,4.06,2012,CHANDANA HIGH SCHOOL,DHAKA,SCIENCE,A,3.7,2014
844,20022,,,,,,,,,,,,,,,,,
845,20161,female,28,6,1997,20000/-,BINDU BASINI GOVT. BOYS HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2013,BINDU BASINI GOVT. BOYS HIGH SCHOOL,DHAKA,SCIENCE,A,4.5,2015
846,20160,female,6,12,1998,19000/-,MIRPUR GIRLS IDEAL LAB. SCHOOL,DHAKA,SCIENCE,A+,5,2013,MIRPUR GIRLS IDEAL LAB. SCHOOL,DHAKA,SCIENCE,A,4.25,2015
847,20142,male,27,11,1996,30000/-,MOHAKHALI DARUL ULUM MADRASHA,MADRASHA,SCIENCE,A,4.69,2012,MOHAKHALI DARUL ULUM MADRASHA,DHAKA,SCIENCE,A,4.8,2014
848,20072,m,,,,,,,,,,,,,,,,
849,20132,male,31,10,1996,100000/-,BOGRA ZILLA SCHOOL,RAJSHAHI,SCIENCE,A+,5,2011,BOGRA ZILLA SCHOOL,RAJSHAHI,SCIENCE,A,4.1,2013
850,20170,female,26,3,1997,55000,MONIPUR HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2014,MONIPUR HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2016
851,20032,m,,,,,,,,,,,,,,,,
852,20170,male,18,12,1998,20000/-,COLLECTORATE SCHOOL AND COLLEGE,DINAJPUR,SCIENCE,A+,5,2014,COLLECTORATE SCHOOL AND COLLEGE,DINAJPUR,SCIENCE,A+,5,2016
853,20140,male,1,1,1997,30000,B. A. R. I. HIGH SCHOOL,DHAKA,SCIENCE,A-,3.88,2011,B. A. R. I. HIGH SCHOOL,DHAKA,SCIENCE,A,4.2,2013
854,20170,male,15,10,1998,20000,VEDORGANJ HEADQUARTER PILOT HIGH SCHOOL,DHAKA,SCIENCE,A,4.75,2014,VEDORGANJ HEADQUARTER PILOT HIGH SCHOOL,DHAKA,SCIENCE,A,4.75,2016
855,20140,male,12,7,1993,15000,ABDULLAPUR HIGH SCHOOL,DHAKA,SCIENCE,4.13,5,2009,ABDULLAPUR HIGH SCHOOL,DHAKA,SCIENCE,4.1,5,2011
856,20141,male,19,5,1993,30,SABUJ KANIN,RAJSHAHI,SCIENCE,B,3.44,2010,SABUJ KANIN,RAJSHAHI,SCIENCE,C,2.6,2013
857,20140,female,23,1,1995,,COMILLA RESIDENTIAL SCHOOL,COMILLA,SCIENCE,A+,5,2011,COMILLA RESIDENTIAL SCHOOL,COMILLA,SCIENCE,A,4,2013
858,20170,male,1,12,1997,35000/-,SHAHAJ UDDIN SARKER MODEL HIGHER SEC. SCHOOL,DHAKA,SCIENCE,A,4.88,2014,SHAHAJ UDDIN SARKER MODEL HIGHER SEC. SCHOOL,DHAKA,SCIENCE,A+,5,2016
859,20111,male,1,1,1994,50000/-,ADAMJEE CANT. PUBLIC SCHOOL,DHAKA,SCIENCE,A+,5,2008,ADAMJEE CANT. PUBLIC SCHOOL,DHAKA,SCIENCE,A,4.3,2010
860,20162,male,28,8,1998,100000,GOVT.SCIENCE ATTACHED HIGH SCHOOL,DHAKA,SCIENCE,A,5,2014,GOVT.SCIENCE ATTACHED HIGH SCHOOL,DHAKA,SCIENCE,A,5,2016
861,20100,male,11,5,1991,30000/-,RAMPURA EKRAMUNNESA SCHOOL,DHAKA,SCIENCE,,3.94,2006,RAMPURA EKRAMUNNESA SCHOOL,DHAKA,SCIENCE,,2.9,2009
862,20122,male,24,9,1993,50000,NONDONA ADORSHA HIGH SCHOOL,COMILLA,SCIENCE,A-,3.63,2010,NONDONA ADORSHA HIGH SCHOOL,COMILLA,SCIENCE,A-,3.8,2011
863,20170,male,11,4,1998,20000,SHAHEED AMAN ULLAH PUBLIC HIGH SCHOOL,COMILLA,SCIENCE,A,4.94,2014,SHAHEED AMAN ULLAH PUBLIC HIGH SCHOOL,COMILLA,SCIENCE,A-,3.75,2016
864,20071,m,,,,,,,,,,,,,,,,
865,20170,male,4,3,1997,60000/-,BHERAMARA PILOT H. SCHOOL,JESSORE,SCIENCE,A+,5,2012,BHERAMARA PILOT H. SCHOOL,RAJSHAHI,SCIENCE,A,4.4,2014
866,20141,male,1,10,1996,40000/-,NOYATOLA MODEL KAMIL MADRASHA,MADRASHA,SCIENCE,A,4.88,2011,NOYATOLA MODEL KAMIL MADRASHA,DHAKA,SCIENCE,B,3.4,2013
867,20150,male,1,5,1995,40000/-,RANGPUR ZILLA SCHOOL,DINAJPUR,SCIENCE,A+,5,2010,RANGPUR ZILLA SCHOOL,DINAJPUR,SCIENCE,A,4,2012
868,20032,m,,,,,,,,,,,,,,,,
869,20142,male,15,11,1995,20000/-,BANOPHOOL ADIBASHI GREEN HEART COLLEGE,DHAKA,SCIENCE,A,4.94,2011,BANOPHOOL ADIBASHI GREEN HEART COLLEGE,DHAKA,SCIENCE,A,4.7,2013
870,20142,female,21,2,1991,30000/-,KURMITOLA HIGH SCHOOL,DHAKA,SCIENCE,A,4.63,2006,KURMITOLA HIGH SCHOOL,DHAKA,SCIENCE,B,3.4,2008
871,20140,female,15,10,1995,30000,N.U.B GIRLS HIGH SCHOOL,COMILLA,SCIENCE,A,4.06,2011,N.U.B GIRLS HIGH SCHOOL,DHAKA,SCIENCE,B,3.4,2013
872,20150,male,11,8,1996,80000/-,RANGPUR ZILLA SCHOOL,DINAJPUR,SCIENCE,A+,5,2011,RANGPUR ZILLA SCHOOL,DINAJPUR,SCIENCE,A,4,2013
873,20160,male,1,5,1998,20000/-,KHILGAON GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2013,KHILGAON GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2015
874,20161,male,4,4,1997,30000/-,UTTARA HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2013,UTTARA HIGH SCHOOL,DHAKA,SCIENCE,A,4.25,2015
875,20130,male,16,9,1993,20000,BADDA ALATUNNESA HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2009,BADDA ALATUNNESA HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2011
876,20131,male,7,3,1994,40000,"B.N. SCHOOL & COLLEGE, CTG.",CHITTAGONG,SCIENCE,A,4.94,2009,"B.N. SCHOOL & COLLEGE, CTG.",CHITTAGONG,SCIENCE,B,3,2012
877,20021,m,,,,,,,,,,,,,,,,
878,20110,male,7,2,1992,40000/-,A.C.P.S,DHAKA,SCIENCE,,4.94,2008,A.C.P.S,DHAKA,SCIENCE,,3.8,2010
879,20162,female,1,1,1998,50000,MAPLE LEAF INTERNATIONAL SCHOOL,EDEXCEL,SCIENCE,A+,5,2013,MAPLE LEAF INTERNATIONAL SCHOOL,EDEXCEL,SCIENCE,C,3.67,2016
880,20171,male,1,3,1996,30000,PRESIDENT PROF. DR. TAJUDDIN MODEL SCHOOL & COLLEGE,DHAKA,SCIENCE,5,A+,2012,PRESIDENT PROF. DR. TAJUDDIN MODEL SCHOOL & COLLEGE,DHAKA,SCIENCE,4.9,A,2014
881,20050,m,,,,,,,,,,,,,,,,
882,20080,male,1,12,1990,150000/-,BANGLADESH INT. SCHOOL,DHAKA,SCIENCE,,4.56,2005,BANGLADESH INT. SCHOOL,DHAKA,SCIENCE,,3.4,2007
883,20072,m,,,,,,,,,,,,,,,,
884,20170,male,13,12,1999,50000,PALPUR HIGH SCHOOL,RAJSHAHI,SCIENCE,A,5,2014,PALPUR HIGH SCHOOL,RAJSHAHI,SCIENCE,A,5,2016
885,20161,male,1,3,1995,30000/-,BANGLADESH RAILWAY GOVT. HIGH SCHOOL,COMILLA,SCIENCE,A,4.06,2011,BANGLADESH RAILWAY GOVT. HIGH SCHOOL,COMILLA,SCIENCE,A-,3.6,2013
886,20161,male,1,9,1996,30000/-,B.Z.M. GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2012,B.Z.M. GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2014
887,20160,male,3,3,1997,40000/-,MONIPUR HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2013,MONIPUR HIGH SCHOOL,DHAKA,SCIENCE,A,4.5,2015
888,20151,male,1,1,1994,50000/-,RAJARBAG POLICE LINE HIGH SCHOOL,DHAKA,SCIENCE,A-,3.81,2010,RAJARBAG POLICE LINE HIGH SCHOOL,DHAKA,SCIENCE,A-,3.9,2014
889,20070,m,,,,,,,,,,,,,,,,
890,20161,male,13,6,1996,30000/-,BHOLA GOVT. SE. SCHOOL,BARISAL,SCIENCE,A+,5,2011,BHOLA GOVT. SE. SCHOOL,BARISAL,SCIENCE,A-,3.9,2013
891,20122,male,15,8,1994,50000,"GOVT.HIGH SCHOOL,MANIKGONG",DHAKA,SCIENCE,A,4.44,2009,"GOVT.HIGH SCHOOL,MANIKGONG",DHAKA,SCIENCE,B,3.3,2012
892,20150,male,15,9,1996,50000/-,SINGAIR PILOT HIGH SCHOOL,DHAKA,SCIENCE,A,4.44,2012,SINGAIR PILOT HIGH SCHOOL,DHAKA,SCIENCE,A,4.6,2014
893,20140,male,18,2,1992,,NOAKHALI ZILLA SCHOOL,COMILLA,SCIENCE,,4.44,2007,NOAKHALI ZILLA SCHOOL,DHAKA,SCIENCE,,3.1,2009
894,20040,m,,,,,,,,,,,,,,,,
895,20090,male,12,11,1990,10000/-,LAURI SECONDARY SCHOOL,JESSORE,SCIENCE,A,4.06,2005,LAURI SECONDARY SCHOOL,JESSORE,SCIENCE,A,4.5,2007
896,20082,male,28,8,1990,20000/-,BALIAKANDI PILOT HIGH SCHOOL,DHAKA,SCIENCE,,4.63,2005,BALIAKANDI PILOT HIGH SCHOOL,DHAKA,SCIENCE,,3.3,2008
897,20170,male,1,1,1999,15000/=,ALHAZ JAMIL UDDIN ADARSHA UCHCHA BIDDHALAYA,DHAKA,SCIENCE,4.63,A,2014,ALHAZ JAMIL UDDIN ADARSHA UCHCHA BIDDHALAYA,DHAKA,SCIENCE,3.25,B,2016
898,20161,female,1,1,1996,20000/-,BARGUNA GOVT. GIRLS SCHOOL,BARISAL,SCIENCE,A,4.94,2012,BARGUNA GOVT. GIRLS SCHOOL,BARISAL,SCIENCE,A,4.8,2014
899,20142,male,3,10,1995,30000/-,UTTARA HIGH SCHOOL,DHAKA,SCIENCE,A,4.19,2011,UTTARA HIGH SCHOOL,DHAKA,SCIENCE,A,4.1,2013
900,20142,male,31,5,1995,40000/-,BADDA ALATUNNESSA HIGH SCHOOL,DHAKA,SCIENCE,A,4.75,2011,BADDA ALATUNNESSA HIGH SCHOOL,DHAKA,SCIENCE,A,4.8,2013
901,20131,male,24,10,1992,15000,EMAD UDDIN HIGH SCHOOL,DHAKA,SCIENCE,A,4.63,2008,EMAD UDDIN HIGH SCHOOL,DHAKA,SCIENCE,B,3,2012
902,20140,male,15,1,1990,15000,KADAMTALA PURBA BASABO HIGH SCHOOL,DHAKA,SCIENCE,A,4.56,2005,KADAMTALA PURBA BASABO HIGH SCHOOL,DHAKA,SCIENCE,A-,3.5,2007
903,20132,male,29,10,1995,25000/-,I. P. H SCHOOL AND COLLEGE,DHAKA,SCIENCE,A,4.88,2011,I. P. H SCHOOL AND COLLEGE,DHAKA,SCIENCE,A-,3.8,2013
904,20160,female,25,12,1997,25000/-,KAHAROL PILOT GIRLS HIGH SCHOOL,DINAJPUR,SCIENCE,,4.69,2013,KAHAROL PILOT GIRLS HIGH SCHOOL,DINAJPUR,SCIENCE,,4.25,2015
